63 -1||| 62 -1||| 61 -1||| 60 -1||| 59 -1||| 58 -1||| 
62 54 1||| 62 53 1||| 62 51 1||| 62 50 1||| 62 50 1||| 62 49 1||| 

62 54 1||| 62 53 1||| 62 52 1||| 62 50 1||| 62 50 1||| 62 49 1||| 

62 54 1||| 62 53 1||| 62 52 1||| 62 51 1||| 62 50 1||| 62 49 1||| 

62 54 1||| 62 53 1||| 62 52 1||| 62 51 1||| 62 50 1||| 62 50 1||| 

62 54 1||| 62 53 1||| 62 52 1||| 62 52 1||| 62 50 1||| 62 50 1||| 

62 54 1||| 62 53 1||| 62 52 1||| 62 52 1||| 62 51 1||| 62 50 1||| 

62 54 1||| 62 54 1||| 62 52 1||| 62 52 1||| 62 51 1||| 62 50 1||| 

62 55 1||| 62 54 1||| 62 52 1||| 62 52 1||| 62 51 1||| 62 50 1||| 

62 55 1||| 62 54 1||| 62 53 1||| 62 52 1||| 62 51 1||| 62 50 1||| 

62 55 1||| 62 54 1||| 62 54 1||| 62 52 1||| 62 51 1||| 62 50 1||| 

62 55 1||| 62 54 1||| 62 54 1||| 62 52 1||| 62 51 1||| 62 51 1||| 

62 56 1||| 62 54 1||| 62 54 1||| 62 52 1||| 62 51 1||| 62 51 1||| 

62 56 1||| 62 54 1||| 62 54 1||| 62 53 1||| 62 51 1||| 62 51 1||| 

62 56 1||| 62 55 1||| 62 54 1||| 62 53 1||| 62 51 1||| 62 51 1||| 

62 56 1||| 62 55 1||| 62 54 1||| 62 53 1||| 62 52 1||| 62 51 1||| 

62 56 1||| 62 55 1||| 62 54 1||| 62 53 1||| 62 52 1||| 62 52 1||| 

62 57 1||| 62 55 1||| 62 54 1||| 62 53 1||| 62 52 1||| 62 52 1||| 

62 57 1||| 62 56 1||| 62 54 1||| 62 53 1||| 62 52 1||| 62 52 1||| 

62 57 1||| 62 56 1||| 62 55 1||| 62 53 1||| 62 52 1||| 62 52 1||| 

62 57 1||| 62 56 1||| 62 55 1||| 62 54 1||| 62 52 1||| 62 52 1||| 

62 57 1||| 62 56 1||| 62 55 1||| 62 54 1||| 62 53 1||| 62 52 1||| 

62 57 1||| 62 56 1||| 62 55 1||| 62 54 1||| 62 53 1||| 62 53 1||| 

62 57 1||| 62 57 1||| 62 55 1||| 62 54 1||| 62 53 1||| 62 53 1||| 

62 58 1||| 62 57 1||| 62 55 1||| 62 54 1||| 62 53 1||| 62 53 1||| 

62 58 1||| 62 57 1||| 62 55 1||| 62 55 1||| 62 53 1||| 62 53 1||| 

62 58 1||| 62 57 1||| 62 55 1||| 62 55 1||| 62 54 1||| 62 53 1||| 

62 58 1||| 62 57 1||| 62 56 1||| 62 55 1||| 62 54 1||| 62 53 1||| 

62 58 1||| 62 57 1||| 62 56 1||| 62 56 1||| 62 54 1||| 62 53 1||| 

62 58 1||| 62 58 1||| 62 56 1||| 62 56 1||| 62 54 1||| 62 53 1||| 

62 58 1||| 62 58 1||| 62 56 1||| 62 56 1||| 62 55 1||| 62 53 1||| 

62 58 1||| 62 58 1||| 62 56 1||| 62 56 1||| 62 55 1||| 62 54 1||| 

62 58 1||| 62 58 1||| 62 57 1||| 62 56 1||| 62 55 1||| 62 54 1||| 

62 59 1||| 62 58 1||| 62 57 1||| 62 56 1||| 62 55 1||| 62 54 1||| 

62 60 1||| 62 58 1||| 62 57 1||| 62 56 1||| 62 55 1||| 62 54 1||| 

62 60 1||| 62 58 1||| 62 57 1||| 62 57 1||| 62 55 1||| 62 54 1||| 

62 60 1||| 62 58 1||| 62 57 1||| 62 57 1||| 62 56 1||| 62 54 1||| 

62 60 1||| 62 58 1||| 62 58 1||| 62 57 1||| 62 56 1||| 62 54 1||| 

62 60 1||| 62 59 1||| 62 58 1||| 62 57 1||| 62 56 1||| 62 54 1||| 

62 60 1||| 62 59 1||| 62 58 1||| 62 57 1||| 62 56 1||| 62 55 1||| 

62 60 1||| 62 59 1||| 62 59 1||| 62 57 1||| 62 56 1||| 62 55 1||| 

62 60 1||| 62 59 1||| 62 59 1||| 62 58 1||| 62 56 1||| 62 55 1||| 

62 60 1||| 62 60 1||| 62 59 1||| 62 58 1||| 62 56 1||| 62 55 1||| 

62 60 1||| 62 60 1||| 62 59 1||| 62 58 1||| 62 57 1||| 62 55 1||| 

62 61 1||| 62 60 1||| 62 59 1||| 62 58 1||| 62 57 1||| 62 55 1||| 

62 61 1||| 62 60 1||| 62 59 1||| 62 58 1||| 62 57 1||| 62 56 1||| 

62 62 1||| 62 60 1||| 62 59 1||| 62 58 1||| 62 57 1||| 62 56 1||| 

62 62 1||| 62 60 1||| 62 60 1||| 62 58 1||| 62 57 1||| 62 56 1||| 

62 62 1||| 62 60 1||| 62 60 1||| 62 59 1||| 62 57 1||| 62 56 1||| 

62 62 1||| 62 60 1||| 62 60 1||| 62 59 1||| 62 58 1||| 62 56 1||| 

62 62 1||| 62 60 1||| 62 60 1||| 62 59 1||| 62 58 1||| 62 57 1||| 

62 62 1||| 62 61 1||| 62 60 1||| 62 59 1||| 62 58 1||| 62 57 1||| 

62 62 1||| 62 62 1||| 62 60 1||| 62 59 1||| 62 58 1||| 62 57 1||| 

62 62 1||| 62 62 1||| 62 60 1||| 62 60 1||| 62 58 1||| 62 57 1||| 

62 62 1||| 62 62 1||| 62 60 1||| 62 60 1||| 62 59 1||| 62 57 1||| 

62 63 -1||| 62 62 1||| 62 60 1||| 62 60 1||| 62 59 1||| 62 57 1||| 

62 63 -1||| 62 62 1||| 62 60 1||| 62 60 1||| 62 59 1||| 62 58 1||| 

46 63 -1||| 62 62 1||| 62 61 1||| 62 60 1||| 62 59 1||| 62 58 1||| 

46 63 -1||| 62 62 1||| 62 61 1||| 62 60 1||| 62 59 1||| 62 59 1||| 

46 32 -1||| 62 62 1||| 62 61 1||| 62 60 1||| 62 59 1||| 62 59 1||| 

46 32 -1||| 62 62 1||| 62 61 1||| 62 60 1||| 62 60 1||| 62 59 1||| 

46 32 -1||| 62 63 -1||| 62 61 1||| 62 60 1||| 62 60 1||| 62 59 1||| 

46 32 -1||| 62 63 -1||| 62 61 1||| 62 61 1||| 62 60 1||| 62 59 1||| 

46 32 -1||| 33 63 -1||| 62 62 1||| 62 61 1||| 62 60 1||| 62 59 1||| 

46 32 -1||| 33 63 -1||| 62 62 1||| 62 61 1||| 62 60 1||| 62 60 1||| 

46 32 -1||| 33 32 -1||| 62 62 1||| 62 61 1||| 62 60 1||| 62 60 1||| 

46 32 -1||| 33 32 -1||| 62 62 1||| 62 62 1||| 62 60 1||| 62 60 1||| 

46 33 -1||| 33 32 -1||| 62 62 1||| 62 62 1||| 62 60 1||| 62 60 1||| 

46 33 -1||| 33 32 -1||| 62 62 1||| 62 62 1||| 62 61 1||| 62 60 1||| 

46 33 -1||| 33 32 -1||| 33 63 -1||| 62 62 1||| 62 61 1||| 62 60 1||| 

46 33 -1||| 33 32 -1||| 33 63 -1||| 62 63 -1||| 62 61 1||| 62 60 1||| 

46 33 -1||| 33 32 -1||| 33 63 -1||| 62 63 -1||| 62 61 1||| 62 61 1||| 

46 33 -1||| 33 33 -1||| 33 63 -1||| 62 63 -1||| 62 61 1||| 62 61 1||| 

46 33 -1||| 33 33 -1||| 33 32 -1||| 62 63 -1||| 62 61 1||| 62 61 1||| 

46 33 -1||| 33 33 -1||| 33 32 -1||| 62 63 -1||| 62 62 1||| 62 61 1||| 

46 34 -1||| 33 33 -1||| 33 32 -1||| 32 63 -1||| 62 62 1||| 62 61 1||| 

46 34 -1||| 62 34 1||| 33 32 -1||| 32 63 -1||| 62 62 1||| 62 61 1||| 

46 34 -1||| 62 34 1||| 33 32 -1||| 32 32 -1||| 62 62 1||| 62 61 1||| 

46 34 -1||| 62 34 1||| 33 33 -1||| 32 32 -1||| 62 62 1||| 62 61 1||| 

46 34 -1||| 62 34 1||| 33 33 -1||| 32 32 -1||| 62 62 1||| 62 62 1||| 

46 34 -1||| 62 34 1||| 33 33 -1||| 32 32 -1||| 62 63 -1||| 62 62 1||| 

46 35 -1||| 62 34 1||| 33 33 -1||| 32 32 -1||| 34 63 -1||| 62 62 1||| 

46 35 -1||| 62 34 1||| 33 33 -1||| 32 32 -1||| 34 63 -1||| 62 63 -1||| 

46 35 -1||| 62 34 1||| 33 33 -1||| 32 32 -1||| 34 32 -1||| 62 63 -1||| 

46 35 -1||| 62 35 1||| 33 33 -1||| 32 32 -1||| 34 32 -1||| 62 63 -1||| 

46 35 -1||| 62 35 1||| 33 33 -1||| 62 33 1||| 34 32 -1||| 62 63 -1||| 

46 36 -1||| 62 35 1||| 33 33 -1||| 62 33 1||| 34 32 -1||| 62 63 -1||| 

46 36 -1||| 62 35 1||| 62 34 1||| 62 33 1||| 34 32 -1||| 45 63 -1||| 

46 36 -1||| 62 35 1||| 62 34 1||| 62 33 1||| 34 33 -1||| 45 63 -1||| 

46 36 -1||| 62 35 1||| 62 34 1||| 62 33 1||| 34 33 -1||| 45 32 -1||| 

46 36 -1||| 62 36 1||| 62 34 1||| 62 33 1||| 34 33 -1||| 45 32 -1||| 

46 36 -1||| 62 36 1||| 62 35 1||| 62 33 1||| 34 33 -1||| 45 32 -1||| 

46 36 -1||| 62 36 1||| 62 35 1||| 62 34 1||| 34 33 -1||| 45 32 -1||| 

46 37 -1||| 62 36 1||| 62 35 1||| 62 34 1||| 34 33 -1||| 45 32 -1||| 

46 38 -1||| 62 36 1||| 62 35 1||| 62 34 1||| 34 33 -1||| 45 32 -1||| 

46 38 -1||| 62 37 1||| 62 35 1||| 62 34 1||| 34 33 -1||| 45 32 -1||| 

46 38 -1||| 62 37 1||| 62 35 1||| 62 35 1||| 34 33 -1||| 45 32 -1||| 

46 38 -1||| 62 37 1||| 62 36 1||| 62 35 1||| 34 33 -1||| 45 32 -1||| 

46 38 -1||| 62 37 1||| 62 36 1||| 62 35 1||| 34 33 -1||| 45 33 -1||| 

46 38 -1||| 62 37 1||| 62 36 1||| 62 35 1||| 34 34 -1||| 45 33 -1||| 

46 38 -1||| 62 37 1||| 62 36 1||| 62 35 1||| 34 34 -1||| 45 34 -1||| 

46 38 -1||| 62 37 1||| 62 37 1||| 62 35 1||| 34 34 -1||| 45 34 -1||| 

46 38 -1||| 62 38 1||| 62 37 1||| 62 35 1||| 34 34 -1||| 45 34 -1||| 

46 38 -1||| 62 38 1||| 62 37 1||| 62 35 1||| 62 35 1||| 45 34 -1||| 

46 39 -1||| 62 38 1||| 62 37 1||| 62 35 1||| 62 35 1||| 45 34 -1||| 

46 39 -1||| 62 38 1||| 62 37 1||| 62 36 1||| 62 35 1||| 45 34 -1||| 

46 39 -1||| 62 38 1||| 62 37 1||| 62 36 1||| 62 35 1||| 45 35 -1||| 

46 40 -1||| 62 38 1||| 62 37 1||| 62 36 1||| 62 35 1||| 45 35 -1||| 

46 40 -1||| 62 39 1||| 62 37 1||| 62 36 1||| 62 35 1||| 45 35 -1||| 

46 40 -1||| 62 39 1||| 62 37 1||| 62 37 1||| 62 35 1||| 45 35 -1||| 

46 40 -1||| 62 39 1||| 62 37 1||| 62 37 1||| 62 36 1||| 45 35 -1||| 

46 40 -1||| 62 39 1||| 62 38 1||| 62 37 1||| 62 36 1||| 45 35 -1||| 

46 40 -1||| 62 39 1||| 62 38 1||| 62 37 1||| 62 37 1||| 45 35 -1||| 

46 40 -1||| 62 39 1||| 62 38 1||| 62 38 1||| 62 37 1||| 45 35 -1||| 

46 40 -1||| 62 39 1||| 62 39 1||| 62 38 1||| 62 37 1||| 45 35 -1||| 

46 40 -1||| 62 40 1||| 62 39 1||| 62 38 1||| 62 37 1||| 45 35 -1||| 

46 41 -1||| 62 40 1||| 62 39 1||| 62 38 1||| 62 37 1||| 45 35 -1||| 

46 41 -1||| 62 40 1||| 62 39 1||| 62 38 1||| 62 37 1||| 45 36 -1||| 

46 41 -1||| 62 40 1||| 62 40 1||| 62 38 1||| 62 37 1||| 45 36 -1||| 

46 41 -1||| 62 40 1||| 62 40 1||| 62 39 1||| 62 37 1||| 45 36 -1||| 

46 41 -1||| 62 41 1||| 62 40 1||| 62 39 1||| 62 37 1||| 45 36 -1||| 

46 41 -1||| 62 41 1||| 62 40 1||| 62 39 1||| 62 37 1||| 45 37 -1||| 

46 41 -1||| 62 41 1||| 62 40 1||| 62 39 1||| 62 38 1||| 45 37 -1||| 

46 42 -1||| 62 41 1||| 62 40 1||| 62 39 1||| 62 38 1||| 45 37 -1||| 

46 43 -1||| 62 41 1||| 62 40 1||| 62 39 1||| 62 38 1||| 45 37 -1||| 

46 43 -1||| 62 41 1||| 62 40 1||| 62 39 1||| 62 38 1||| 45 38 -1||| 

46 43 -1||| 62 41 1||| 62 40 1||| 62 40 1||| 62 38 1||| 45 38 -1||| 

46 43 -1||| 62 41 1||| 62 40 1||| 62 40 1||| 62 39 1||| 45 38 -1||| 

46 43 -1||| 62 41 1||| 62 41 1||| 62 40 1||| 62 39 1||| 45 38 -1||| 

46 43 -1||| 62 42 1||| 62 41 1||| 62 40 1||| 62 39 1||| 45 38 -1||| 

46 43 -1||| 62 42 1||| 62 41 1||| 62 40 1||| 62 40 1||| 45 38 -1||| 

46 43 -1||| 62 42 1||| 62 41 1||| 62 40 1||| 62 40 1||| 45 39 -1||| 

46 44 -1||| 62 42 1||| 62 41 1||| 62 40 1||| 62 40 1||| 45 39 -1||| 

46 44 -1||| 62 42 1||| 62 41 1||| 62 41 1||| 62 40 1||| 45 39 -1||| 

46 44 -1||| 62 43 1||| 62 41 1||| 62 41 1||| 62 40 1||| 45 39 -1||| 

46 44 -1||| 62 43 1||| 62 42 1||| 62 41 1||| 62 40 1||| 45 39 -1||| 

46 44 -1||| 62 43 1||| 62 42 1||| 62 41 1||| 62 41 1||| 45 39 -1||| 

46 45 -1||| 62 43 1||| 62 42 1||| 62 41 1||| 62 41 1||| 45 39 -1||| 

46 45 -1||| 62 43 1||| 62 42 1||| 62 41 1||| 62 41 1||| 45 40 -1||| 

46 45 -1||| 62 43 1||| 62 43 1||| 62 41 1||| 62 41 1||| 45 40 -1||| 

46 45 -1||| 62 43 1||| 62 43 1||| 62 42 1||| 62 41 1||| 45 40 -1||| 

46 45 -1||| 62 44 1||| 62 43 1||| 62 42 1||| 62 41 1||| 45 40 -1||| 

46 45 -1||| 62 44 1||| 62 43 1||| 62 43 1||| 62 41 1||| 45 40 -1||| 

46 45 -1||| 62 44 1||| 62 44 1||| 62 43 1||| 62 41 1||| 45 40 -1||| 

46 45 -1||| 62 44 1||| 62 44 1||| 62 43 1||| 62 42 1||| 45 40 -1||| 

46 46 -1||| 62 44 1||| 62 44 1||| 62 43 1||| 62 42 1||| 45 40 -1||| 

46 46 -1||| 62 44 1||| 62 44 1||| 62 43 1||| 62 42 1||| 45 41 -1||| 

46 46 -1||| 62 45 1||| 62 44 1||| 62 43 1||| 62 42 1||| 45 41 -1||| 

46 46 -1||| 62 45 1||| 62 44 1||| 62 44 1||| 62 42 1||| 45 41 -1||| 

46 46 -1||| 62 45 1||| 62 44 1||| 62 44 1||| 62 42 1||| 45 42 -1||| 

46 46 -1||| 62 45 1||| 62 44 1||| 62 44 1||| 62 43 1||| 45 42 -1||| 

46 46 -1||| 62 45 1||| 62 45 1||| 62 44 1||| 62 43 1||| 45 42 -1||| 

46 46 -1||| 62 46 1||| 62 45 1||| 62 44 1||| 62 43 1||| 45 42 -1||| 

62 47 1||| 62 46 1||| 62 45 1||| 62 44 1||| 62 43 1||| 45 42 -1||| 

62 47 1||| 62 46 1||| 62 46 1||| 62 44 1||| 62 43 1||| 45 42 -1||| 

62 47 1||| 62 47 1||| 62 46 1||| 62 44 1||| 62 43 1||| 45 42 -1||| 

62 47 1||| 62 47 1||| 62 46 1||| 62 44 1||| 62 43 1||| 45 43 -1||| 

62 48 1||| 62 47 1||| 62 46 1||| 62 44 1||| 62 43 1||| 45 43 -1||| 

62 48 1||| 62 47 1||| 62 46 1||| 62 45 1||| 62 43 1||| 45 43 -1||| 

62 48 1||| 62 47 1||| 62 46 1||| 62 45 1||| 62 44 1||| 45 43 -1||| 

62 48 1||| 62 47 1||| 62 46 1||| 62 45 1||| 62 45 1||| 45 43 -1||| 

62 48 1||| 62 47 1||| 62 46 1||| 62 45 1||| 62 45 1||| 45 44 -1||| 

62 48 1||| 62 47 1||| 62 47 1||| 62 45 1||| 62 45 1||| 45 44 -1||| 

62 48 1||| 62 47 1||| 62 47 1||| 62 46 1||| 62 45 1||| 45 44 -1||| 

62 48 1||| 62 48 1||| 62 47 1||| 62 46 1||| 62 45 1||| 45 44 -1||| 

62 49 1||| 62 48 1||| 62 47 1||| 62 46 1||| 62 45 1||| 45 44 -1||| 

62 49 1||| 62 49 1||| 62 47 1||| 62 46 1||| 62 45 1||| 45 44 -1||| 

62 49 1||| 62 49 1||| 62 47 1||| 62 47 1||| 62 45 1||| 45 44 -1||| 

62 49 1||| 62 49 1||| 62 47 1||| 62 47 1||| 62 45 1||| 45 45 -1||| 

62 49 1||| 62 49 1||| 62 47 1||| 62 47 1||| 62 46 1||| 45 45 -1||| 

62 49 1||| 62 49 1||| 62 48 1||| 62 47 1||| 62 46 1||| 45 45 -1||| 

62 50 1||| 62 49 1||| 62 48 1||| 62 47 1||| 62 46 1||| 45 45 -1||| 

62 50 1||| 62 49 1||| 62 48 1||| 62 47 1||| 62 46 1||| 62 46 1||| 

62 51 1||| 62 49 1||| 62 48 1||| 62 47 1||| 62 46 1||| 62 46 1||| 

62 51 1||| 62 49 1||| 62 48 1||| 62 48 1||| 62 46 1||| 62 46 1||| 

62 51 1||| 62 50 1||| 62 48 1||| 62 48 1||| 62 46 1||| 62 46 1||| 

62 51 1||| 62 50 1||| 62 49 1||| 62 48 1||| 62 46 1||| 62 46 1||| 

62 51 1||| 62 50 1||| 62 49 1||| 62 48 1||| 62 47 1||| 62 46 1||| 

62 51 1||| 62 50 1||| 62 49 1||| 62 48 1||| 62 47 1||| 62 47 1||| 

62 51 1||| 62 51 1||| 62 49 1||| 62 48 1||| 62 47 1||| 62 47 1||| 

62 51 1||| 62 51 1||| 62 50 1||| 62 48 1||| 62 47 1||| 62 47 1||| 

62 52 1||| 62 51 1||| 62 50 1||| 62 48 1||| 62 47 1||| 62 47 1||| 

62 52 1||| 62 51 1||| 62 50 1||| 62 48 1||| 62 48 1||| 62 47 1||| 

62 52 1||| 62 51 1||| 62 50 1||| 62 49 1||| 62 48 1||| 62 47 1||| 

62 52 1||| 62 51 1||| 62 50 1||| 62 49 1||| 62 48 1||| 62 48 1||| 

62 53 1||| 62 51 1||| 62 50 1||| 62 49 1||| 62 48 1||| 62 48 1||| 

62 53 1||| 62 52 1||| 62 50 1||| 62 49 1||| 62 48 1||| 62 48 1||| 

62 53 1||| 62 52 1||| 62 51 1||| 62 49 1||| 62 48 1||| 62 48 1||| 

62 53 1||| 62 52 1||| 62 51 1||| 62 49 1||| 62 49 1||| 62 48 1||| 

62 53 1||| 62 52 1||| 62 51 1||| 62 50 1||| 62 49 1||| 62 48 1||| 

62 53 1||| 62 52 1||| 62 51 1||| 62 50 1||| 62 49 1||| 62 49 1||| 

62 53 1||| 62 53 1||| 62 51 1||| 62 50 1||| 62 49 1||| 62 49 1||| 

62 53 1||| 62 53 1||| 62 52 1||| 62 50 1||| 62 49 1||| 62 49 1||| 

62 53 1||| 62 53 1||| 62 52 1||| 62 50 1||| 62 50 1||| 62 49 1||| 

62 54 1||| 62 53 1||| 62 52 1||| 62 50 1||| 62 50 1||| 62 49 1||| 

62 54 1||| 62 53 1||| 62 52 1||| 62 51 1||| 62 50 1||| 62 49 1||| 

62 55 1||| 62 53 1||| 62 52 1||| 62 51 1||| 62 50 1||| 62 49 1||| 

62 55 1||| 62 53 1||| 62 52 1||| 62 52 1||| 62 50 1||| 62 49 1||| 

62 55 1||| 62 53 1||| 62 52 1||| 62 52 1||| 62 51 1||| 62 49 1||| 

62 55 1||| 62 53 1||| 62 52 1||| 62 52 1||| 62 51 1||| 62 50 1||| 

62 55 1||| 62 54 1||| 62 52 1||| 62 52 1||| 62 51 1||| 62 50 1||| 

62 55 1||| 62 54 1||| 62 53 1||| 62 52 1||| 62 51 1||| 62 50 1||| 

62 55 1||| 62 55 1||| 62 53 1||| 62 52 1||| 62 51 1||| 62 50 1||| 

62 55 1||| 62 55 1||| 62 53 1||| 62 53 1||| 62 51 1||| 62 50 1||| 

62 55 1||| 62 55 1||| 62 53 1||| 62 53 1||| 62 51 1||| 62 51 1||| 

62 55 1||| 62 55 1||| 62 54 1||| 62 53 1||| 62 51 1||| 62 51 1||| 

62 56 1||| 62 55 1||| 62 54 1||| 62 53 1||| 62 51 1||| 62 51 1||| 

62 56 1||| 62 55 1||| 62 54 1||| 62 53 1||| 62 52 1||| 62 51 1||| 

62 56 1||| 62 55 1||| 62 54 1||| 62 53 1||| 62 52 1||| 62 52 1||| 

62 56 1||| 62 55 1||| 62 55 1||| 62 53 1||| 62 52 1||| 62 52 1||| 

62 57 1||| 62 55 1||| 62 55 1||| 62 53 1||| 62 52 1||| 62 52 1||| 

62 57 1||| 62 55 1||| 62 55 1||| 62 54 1||| 62 52 1||| 62 52 1||| 

62 57 1||| 62 55 1||| 62 55 1||| 62 54 1||| 62 53 1||| 62 52 1||| 

62 57 1||| 62 56 1||| 62 55 1||| 62 54 1||| 62 53 1||| 62 52 1||| 

62 57 1||| 62 56 1||| 62 56 1||| 62 54 1||| 62 53 1||| 62 52 1||| 

62 58 1||| 62 56 1||| 62 56 1||| 62 54 1||| 62 53 1||| 62 52 1||| 

62 58 1||| 62 56 1||| 62 56 1||| 62 54 1||| 62 53 1||| 62 53 1||| 

62 58 1||| 62 57 1||| 62 56 1||| 62 54 1||| 62 53 1||| 62 53 1||| 

62 58 1||| 62 57 1||| 62 56 1||| 62 55 1||| 62 53 1||| 62 53 1||| 

62 58 1||| 62 57 1||| 62 56 1||| 62 55 1||| 62 54 1||| 62 53 1||| 

62 58 1||| 62 58 1||| 62 56 1||| 62 55 1||| 62 54 1||| 62 53 1||| 

62 58 1||| 62 58 1||| 62 57 1||| 62 55 1||| 62 54 1||| 62 53 1||| 

62 58 1||| 62 58 1||| 62 57 1||| 62 55 1||| 62 55 1||| 62 53 1||| 

62 58 1||| 62 58 1||| 62 57 1||| 62 55 1||| 62 55 1||| 62 54 1||| 

62 59 1||| 62 58 1||| 62 57 1||| 62 55 1||| 62 55 1||| 62 54 1||| 

62 59 1||| 62 58 1||| 62 57 1||| 62 56 1||| 62 55 1||| 62 54 1||| 

62 59 1||| 62 58 1||| 62 57 1||| 62 56 1||| 62 55 1||| 62 55 1||| 

62 59 1||| 62 58 1||| 62 57 1||| 62 56 1||| 62 56 1||| 62 55 1||| 

62 59 1||| 62 58 1||| 62 58 1||| 62 56 1||| 62 56 1||| 62 55 1||| 

62 59 1||| 62 58 1||| 62 58 1||| 62 57 1||| 62 56 1||| 62 55 1||| 

62 60 1||| 62 58 1||| 62 58 1||| 62 57 1||| 62 56 1||| 62 55 1||| 

62 60 1||| 62 59 1||| 62 58 1||| 62 57 1||| 62 56 1||| 62 55 1||| 

62 60 1||| 62 60 1||| 62 58 1||| 62 57 1||| 62 56 1||| 62 55 1||| 

62 60 1||| 62 60 1||| 62 58 1||| 62 57 1||| 62 57 1||| 62 55 1||| 

62 61 1||| 62 60 1||| 62 58 1||| 62 57 1||| 62 57 1||| 62 55 1||| 

62 61 1||| 62 60 1||| 62 58 1||| 62 58 1||| 62 57 1||| 62 55 1||| 

62 61 1||| 62 60 1||| 62 58 1||| 62 58 1||| 62 57 1||| 62 56 1||| 

62 61 1||| 62 60 1||| 62 59 1||| 62 58 1||| 62 57 1||| 62 56 1||| 

62 61 1||| 62 60 1||| 62 60 1||| 62 58 1||| 62 57 1||| 62 56 1||| 

62 61 1||| 62 60 1||| 62 60 1||| 62 59 1||| 62 57 1||| 62 56 1||| 

62 61 1||| 62 60 1||| 62 60 1||| 62 59 1||| 62 58 1||| 62 56 1||| 

62 61 1||| 62 61 1||| 62 60 1||| 62 59 1||| 62 58 1||| 62 56 1||| 

62 62 1||| 62 61 1||| 62 60 1||| 62 59 1||| 62 58 1||| 62 56 1||| 

62 62 1||| 62 61 1||| 62 60 1||| 62 59 1||| 62 58 1||| 62 57 1||| 

62 62 1||| 62 61 1||| 62 61 1||| 62 59 1||| 62 58 1||| 62 57 1||| 

62 63 -1||| 62 61 1||| 62 61 1||| 62 59 1||| 62 58 1||| 62 57 1||| 

62 63 -1||| 62 61 1||| 62 61 1||| 62 59 1||| 62 59 1||| 62 57 1||| 

62 63 -1||| 62 61 1||| 62 61 1||| 62 59 1||| 62 59 1||| 62 58 1||| 

62 63 -1||| 62 61 1||| 62 61 1||| 62 60 1||| 62 59 1||| 62 58 1||| 

46 63 -1||| 62 62 1||| 62 61 1||| 62 60 1||| 62 59 1||| 62 58 1||| 

46 63 -1||| 62 63 -1||| 62 61 1||| 62 60 1||| 62 59 1||| 62 58 1||| 

46 63 -1||| 62 63 -1||| 62 61 1||| 62 60 1||| 62 59 1||| 62 59 1||| 

63 -1||| 63 -1||| 62 1||| 60 1||| 59 1||| 59 1||| 

46 32 -1||| 62 63 -1||| 62 62 1||| 62 60 1||| 62 59 1||| 62 59 1||| 

46 32 -1||| 62 63 -1||| 62 62 1||| 62 60 1||| 62 60 1||| 62 59 1||| 

46 32 -1||| 44 63 -1||| 62 62 1||| 62 61 1||| 62 60 1||| 62 59 1||| 

46 32 -1||| 44 63 -1||| 62 62 1||| 62 62 1||| 62 60 1||| 62 59 1||| 

32 -1||| 63 -1||| 62 1||| 62 1||| 60 1||| 60 1||| 

46 32 -1||| 44 32 -1||| 62 62 1||| 62 62 1||| 62 60 1||| 62 60 1||| 

32 -1||| 32 -1||| 63 -1||| 62 1||| 60 1||| 60 1||| 

46 33 -1||| 44 32 -1||| 62 63 -1||| 62 62 1||| 62 60 1||| 62 60 1||| 

46 33 -1||| 44 32 -1||| 46 63 -1||| 62 62 1||| 62 61 1||| 62 60 1||| 

33 -1||| 32 -1||| 63 -1||| 62 1||| 62 1||| 60 1||| 

33 -1||| 32 -1||| 32 -1||| 62 1||| 62 1||| 60 1||| 

46 34 -1||| 44 32 -1||| 46 32 -1||| 62 62 1||| 62 62 1||| 62 60 1||| 

34 -1||| 32 -1||| 32 -1||| 63 -1||| 62 1||| 60 1||| 

46 34 -1||| 44 33 -1||| 46 32 -1||| 62 63 -1||| 62 62 1||| 62 60 1||| 

34 -1||| 33 -1||| 32 -1||| 63 -1||| 62 1||| 61 1||| 

46 34 -1||| 44 33 -1||| 46 32 -1||| 46 32 -1||| 62 62 1||| 62 61 1||| 

34 -1||| 33 -1||| 32 -1||| 32 -1||| 62 1||| 62 1||| 

34 -1||| 34 -1||| 32 -1||| 32 -1||| 62 1||| 62 1||| 

34 -1||| 34 -1||| 33 -1||| 32 -1||| 62 1||| 62 1||| 

46 35 -1||| 44 34 -1||| 46 33 -1||| 46 32 -1||| 62 62 1||| 62 62 1||| 

35 -1||| 34 -1||| 33 -1||| 32 -1||| 63 -1||| 62 1||| 

35 -1||| 34 -1||| 33 -1||| 33 -1||| 63 -1||| 62 1||| 

46 35 -1||| 44 35 -1||| 46 33 -1||| 46 33 -1||| 43 63 -1||| 62 62 1||| 

