TIME  COMMAND  CELL  BOXTYPE  CHANNEL BOTID
------------------------------------------
   0 startPalletize #1
4889 startMotion   B9        3   92    1
4890 endMotion     B2       -1  121    4
4890 startMotion   B6       -1   68    3
4891 endMotion     B5       -1   83    6
4891 endMotion     B9       -1    2    2
4891 startMotion   B2       -1  121    4
4892 startMotion   B5       -1   83    6
4892 startMotion   B9       -1    2    2
4892 endMotion     C9       -1   12    5
4893 startMotion   C9       -1   12    5
4893 endMotion    B10        3   92    1
4894 endMotion     B7       -1   68    3
4894 startMotion  B10        3   92    1
4895 startMotion   B7       -1   68    3
4895 endMotion     B3       -1  121    4
4896 endMotion    B10       -1    2    2
4896 endMotion     B6       -1   83    6
4896 startMotion   B3       -1  121    4
4897 startMotion  B10       -1    2    2
4897 startMotion   B6       -1   83    6
4897 endMotion     C8       -1   12    5
4898 endMotion    B11        3   92    1
4898 startMotion   C8       -1   12    5
4899 endMotion     B8       -1   68    3
4899 startMotion  B11        3   92    1
4900 startMotion   B8       -1   68    3
4901 endMotion    B11       -1    2    2
4901 endMotion     B7       -1   83    6
4902 startMotion   B7       -1   83    6
4902 movebox2bot            45  121    4
4902 endMotion     B4       45  121    4
4902 startMotion  B11       -1    2    2
4902 endMotion     C7       -1   12    5
4903 startMotion   B4       45  121    4
4903 endMotion    B12        3   92    1
4903 startMotion   C7       -1   12    5
4904 endMotion     B9       -1   68    3
4904 startMotion  B12        3   92    1
4905 startMotion   B9       -1   68    3
4906 endMotion    B12       -1    2    2
4907 endMotion     B5       45  121    4
4907 startMotion  B12       -1    2    2
4907 endMotion     C6       -1   12    5
4908 movebox2bot            19   83    6
4908 endMotion     B8       19   83    6
4908 startMotion   C6       -1   12    5
4908 startMotion   B5       45  121    4
4908 endMotion    B13        3   92    1
4909 startMotion   B8       19   83    6
4909 startMotion  B13        3   92    1
4911 movebox2bot            44   68    3
4911 endMotion    B10       44   68    3
4911 endMotion    B13       -1    2    2
4912 startMotion  B10       44   68    3
4912 endMotion     B6       45  121    4
4912 startMotion  B13       -1    2    2
4912 endMotion     C5       -1   12    5
4913 endMotion    B14        3   92    1
4913 startMotion   C5       -1   12    5
4913 endMotion     B9       19   83    6
4913 startMotion   B6       45  121    4
4914 startMotion   B9       19   83    6
4914 startMotion  B14        3   92    1
4916 endMotion    B11       44   68    3
4916 endMotion    B14       -1    2    2
4917 endMotion     B7       45  121    4
4917 endMotion     C4       -1   12    5
4917 startMotion  B14       -1    2    2
4917 startMotion  B11       44   68    3
4918 endMotion    B10       19   83    6
4918 startMotion   C4       -1   12    5
4918 endMotion    B15        3   92    1
4918 startMotion   B7       45  121    4
4919 startMotion  B15        3   92    1
4919 startMotion  B10       19   83    6
4921 endMotion    B12       44   68    3
4921 endMotion    B15       -1    2    2
4922 endMotion     C3       -1   12    5
4922 startMotion  B15       -1    2    2
4922 startMotion  B12       44   68    3
4922 endMotion     B8       45  121    4
4923 startMotion   C3       -1   12    5
4923 endMotion    B16        3   92    1
4923 endMotion    B11       19   83    6
4923 startMotion   B8       45  121    4
4924 startMotion  B16        3   92    1
4924 startMotion  B11       19   83    6
4926 endMotion    B13       44   68    3
4927 startMotion  B13       44   68    3
4927 endMotion     B9       45  121    4
4927 endMotion     C2       -1   12    5
4928 movebox2bot            43    2    2
4928 endMotion    B16       43    2    2
4928 startMotion   C2       -1   12    5
4928 startMotion   B9       45  121    4
4928 endMotion    B12       19   83    6
4929 endMotion    C16        3   92    1
4929 startMotion  B16       43    2    2
4929 startMotion  B12       19   83    6
4930 endMotion    A16       43    2    2
4930 startMotion  C16        3   92    1
4931 startMotion  A16       43    2    2
4931 endMotion    B14       44   68    3
4932 endMotion    B10       45  121    4
4932 startMotion  B14       44   68    3
4932 endMotion     C1       -1   12    5
4933 startMotion  B10       45  121    4
4933 startMotion   C1       -1   12    5
4933 endMotion    B13       19   83    6
4934 startMotion  B13       19   83    6
4934 endMotion    C15        3   92    1
4935 endMotion    A15       43    2    2
4935 startMotion  C15        3   92    1
4936 endMotion    B15       44   68    3
4936 startMotion  A15       43    2    2
4937 startMotion  B15       44   68    3
4937 endMotion    B11       45  121    4
4938 endMotion     B1       -1   12    5
4938 startMotion  B11       45  121    4
4938 endMotion    B14       19   83    6
4939 startMotion  B14       19   83    6
4939 endMotion    C14        3   92    1
4939 startMotion   B1       -1   12    5
4940 endMotion    A14       43    2    2
4940 startMotion  C14        3   92    1
4941 endMotion    B16       44   68    3
4941 startMotion  A14       43    2    2
4942 endMotion    B12       45  121    4
4942 startMotion  B16       44   68    3
4943 startMotion  B12       45  121    4
4943 endMotion    A16       44   68    3
4943 endMotion     B2       -1   12    5
4943 endMotion    B15       19   83    6
4944 startMotion  A16       44   68    3
4944 startMotion   B2       -1   12    5
4944 startMotion  B15       19   83    6
4944 endMotion    C13        3   92    1
4945 startMotion  C13        3   92    1
4945 endMotion    A13       43    2    2
4946 startMotion  A13       43    2    2
4947 endMotion    B13       45  121    4
4948 endMotion    A15       44   68    3
4948 endMotion    B16       19   83    6
4948 endMotion     B3       -1   12    5
4948 startMotion  B13       45  121    4
4949 startMotion  B16       19   83    6
4949 endMotion    C12        3   92    1
4949 startMotion   B3       -1   12    5
4949 startMotion  A15       44   68    3
4950 startMotion  C12        3   92    1
4950 endMotion    A12       43    2    2
4951 startMotion  A12       43    2    2
4952 endMotion    B14       45  121    4
4953 endMotion    A14       44   68    3
4953 endMotion     B4       -1   12    5
4953 startMotion  B14       45  121    4
4954 endMotion    C11        3   92    1
4954 endMotion    C16       19   83    6
4954 startMotion   B4       -1   12    5
4954 startMotion  A14       44   68    3
4955 endMotion    A11       43    2    2
4955 startMotion  C16       19   83    6
4955 startMotion  C11        3   92    1
4956 startMotion  A11       43    2    2
4957 endMotion    B15       45  121    4
4958 endMotion    A13       44   68    3
4958 startMotion  B15       45  121    4
4958 endMotion     B5       -1   12    5
4959 endMotion    C15       19   83    6
4959 endMotion    C10        3   92    1
4959 startMotion   B5       -1   12    5
4959 startMotion  A13       44   68    3
4960 startMotion  C15       19   83    6
4960 startMotion  C10        3   92    1
4960 endMotion    A10       43    2    2
4961 startMotion  A10       43    2    2
4962 endMotion    B16       45  121    4
4963 endMotion    A12       44   68    3
4963 startMotion  B16       45  121    4
4963 endMotion     B6       -1   12    5
4964 endMotion    C14       19   83    6
4964 startMotion   B6       -1   12    5
4964 endMotion    A16       45  121    4
4964 endMotion     C9        3   92    1
4964 startMotion  A12       44   68    3
4965 startMotion  C14       19   83    6
4965 endMotion     A9       43    2    2
4965 startMotion   C9        3   92    1
4965 startMotion  A16       45  121    4
4966 startMotion   A9       43    2    2
4968 endMotion     B7       -1   12    5
4968 endMotion    A11       44   68    3
4969 endMotion    A15       45  121    4
4969 startMotion   B7       -1   12    5
4969 endMotion     C8        3   92    1
4969 startMotion  A11       44   68    3
4969 endMotion    C13       19   83    6
4970 startMotion  A15       45  121    4
4970 startMotion  C13       19   83    6
4970 startMotion   C8        3   92    1
4970 endMotion     A8       43    2    2
4971 startMotion   A8       43    2    2
4973 endMotion     B8       -1   12    5
4973 endMotion    A10       44   68    3
4974 endMotion    C12       19   83    6
4974 startMotion  A10       44   68    3
4974 endMotion     C7        3   92    1
4974 startMotion   B8       -1   12    5
4974 endMotion    A14       45  121    4
4975 endMotion     A7       43    2    2
4975 startMotion  A14       45  121    4
4975 startMotion   C7        3   92    1
4975 startMotion  C12       19   83    6
4976 startMotion   A7       43    2    2
4978 endMotion     B9       -1   12    5
4978 endMotion     A9       44   68    3
4979 startMotion   B9       -1   12    5
4979 endMotion    C11       19   83    6
4979 startMotion   A9       44   68    3
4979 endMotion    A13       45  121    4
4980 startMotion  A13       45  121    4
4980 startMotion  C11       19   83    6
4980 endMotion     A6       43    2    2
4981 movebox2channel        -1   92    1
4981 endMotion     C6       -1   92    1
4981 startMotion   A6       43    2    2
4982 startMotion   C6       -1   92    1
4983 endMotion    B10       -1   12    5
4983 endMotion     A8       44   68    3
4984 endMotion    C10       19   83    6
4984 startMotion  B10       -1   12    5
4984 endMotion    A12       45  121    4
4984 startMotion   A8       44   68    3
4985 startMotion  C10       19   83    6
4985 startMotion  A12       45  121    4
4985 endMotion     A5       43    2    2
4986 endMotion     C5       -1   92    1
4986 startMotion   A5       43    2    2
4987 startMotion   C5       -1   92    1
4988 endMotion     A7       44   68    3
4988 endMotion    B11       -1   12    5
4989 startMotion   A7       44   68    3
4989 startMotion  B11       -1   12    5
4989 endMotion     C9       19   83    6
4989 endMotion    A11       45  121    4
4990 endMotion     A4       43    2    2
4990 startMotion   C9       19   83    6
4990 startMotion  A11       45  121    4
4991 endMotion     C4       -1   92    1
4991 startMotion   A4       43    2    2
4992 startMotion   C4       -1   92    1
4993 endMotion     A6       44   68    3
4993 endMotion    B12       -1   12    5
4994 endMotion    A10       45  121    4
4994 startMotion   A6       44   68    3
4994 startMotion  B12       -1   12    5
4994 endMotion     C8       19   83    6
4995 startMotion   C8       19   83    6
4995 endMotion     A3       43    2    2
4995 startMotion  A10       45  121    4
4996 endMotion     C3       -1   92    1
4996 startMotion   A3       43    2    2
4997 startMotion   C3       -1   92    1
4998 endMotion    B13       -1   12    5
4998 endMotion     A5       44   68    3
4999 endMotion     A9       45  121    4
4999 startMotion  B13       -1   12    5
4999 startMotion   A5       44   68    3
5000 startMotion   A9       45  121    4
5000 endMotion     A2       43    2    2
5001 movebox2channel        -1   83    6
5001 endMotion     C7       -1   83    6
5001 startMotion   A2       43    2    2
5001 endMotion     C2       -1   92    1
5002 startMotion   C2       -1   92    1
5002 startMotion   C7       -1   83    6
5003 endMotion     A4       44   68    3
5003 endMotion    B14       -1   12    5
5004 startMotion   A4       44   68    3
5004 startMotion  B14       -1   12    5
5004 endMotion     A8       45  121    4
5005 startMotion   A8       45  121    4
5006 endMotion     C1       -1   92    1
5006 endMotion     C6       -1   83    6
5007 startMotion   C6       -1   83    6
5007 startMotion   C1       -1   92    1
5007 movebox2tr             -1  del    2
5007 endMotion     A1       -1   -1    2
5008 endMotion     A3       44   68    3
5008 startMotion   A1       -1   37    2
5009 endMotion     B1       -1   37    2
5009 startMotion   A3       44   68    3
5009 endMotion     A7       45  121    4
5010 startMotion   B1       -1   37    2
5010 startMotion   A7       45  121    4
5010 movebox2bot             8   12    5
